name,hex
Lime Green,#02CD26
Fuchsia Magenta,#EA71E7
Dark Navy Blue,#26211B
Honey Blue,#7992BF
Indigo (Dark),#0347D6
Dark Purple Violet,#4D014A
Sage Green Dark,#020403
Fuchsia Magenta,#FB0CE4
Green-Yellow (Spring Green),#94C292
Sapphire Blue,#53B3C7
Goldrod,#E1C45B
Magenta-Rose,#D739B8
Caecilian Gold,#CAEC25
Burnt Sienna,#A53B0E
Maroon,#74231E
Plum Violet,#DA3DA5
Indigo (Dark),#4A79E5
Golden Brown,#DB5B30
Gold (Metallic),#CCBD22
F2B29D,#F2B29D
Green (specifically Lime Green),#5AE32C
Dark Brownish Burgundy,#2F080E
Lavender Mauve,#AE6FC6
Cognac Brown,#C08975
"#ADCA46 (Adamquar, Adamkas)",#ADCA46
Fiery Orange,#F37706
Medium Purple-Lavender,#C9B2F7
Deep Magenta,#DC3CD1
Wisteria Purple,#9D00AE
Green (specifically #188928),#188928
F8FD33,#F8FD33
Aquamarine,#ADE7E0
Plum Wisteria,#C9A6F9
Aquamarine Hexadecimal,#55F6DA
Green Olive,#2D4D21
Light Cyan,#70CBE2
Green (specifically Lime Green),#02C816
Lime Green,#38EA1E
Sage Green (Dark),#317C33
Emerald Green,#04A767
Saffron,#C1CB07
Dark Charcoal Grey,#393839
Taupe 969980,#969980
Emerald Green,#0DAC2A
Indigo,#46539E
F2E5DB,#F2E5DB
Dusty Rose,#D68E7C
Medium Purple-Lavender,#8B2ED3
Chestnut,#CFB090
E46B8C (Eggplant),#E46B8C
Sage Green,#98E456
Sage Green,#A0F894
Forest Green,#142D12
Sapphire Blue,#8ED7E5
Deep Purple-Magenta,#D10FC7
Huskypink Hexadecimal (#8992CE),#8992CE
Plum Violet,#AA8CFC
Persian Indigo (#0E61E5),#0E61E5
#DEFD88 (Defined as HEXADECIMAL GOLD),#DEFD88
Sapphire Blue,#54AEE6
Sapphire Blue,#427C93
Dark Bordeaux,#31044C
Lime Green #23EE01,#23EE01
Greenish Teal,#4D8F1C
Deep Cobalt Blue,#0201BE
Burnt Sienna,#B67449
Deep Cobalt,#7E6BDC
Wine Red,#F10A68
Dark Purple,#52237F
Lime Green,#ADEB39
Green Teal,#148653
Red-Purple (Deep Wine),#C71979
Indigo (Dark),#15237C
Sapphire Blue,#5386A4
Sage Green,#91C96B
C8E71D,#C8E71D
Green Sapphire (Dark),#4A6C53
Green38E318,#38E318
Burnt Sienna,#A85F66
Indigo Deep,#4A0566
Sapphire Blue,#5FD4A9
Dandelion,#D8B909
Maroon Deep,#2D0A05
Medium Violet-Red,#C380CE
Aquamarine HEX,#52F6F0
#06C047 (Hexadecimal) or Lime Green (Common Name),#06C047
Cobalt Blue (Dark),#0A5DEF
Indigo (Dark),#2D67A3
Magenta Violet,#B111F9
Sapphire Blue,#68C4B6
Fuchsia Violet,#9713CA
#2EC058 (Verdigris),#2EC058
Maroon,#B01113
#830EF9 (Royal Purple),#830EF9
Forest Green,#335819
Emerald Green,#56B35A
Sea Green,#75A476
Indigo,#565EA7
Marsala,#D75433
Deep Purple #790761,#790761
Maroon 5,#870A00
Greenish Yellow,#2FBE81
Maroon Wine,#D64C47
#6ADBFC (Hexadecimal) or Light Cyan (Named color),#6ADBFC
Dusky Rose,#DF604A
Cobalt Blue,#114AF6
Forest Green,#606522
Fire Brick,#F5381B
A8B5DA (Light Cyan),#A8B5DA
Medium Purple-Red,#DD68BC
#27D863 (Hexadecimal Green),#27D863
#30C7C8 (Hexadecimal) or Medium Turquoise (CSS name),#30C7C8
#2280F5 (Hex) or Cobalt Blue (Common Name),#2280F5
Deep Cyan,#0E3FD9
Sea Green,#5CF340
Wisteria Purple,#9153C8
Indigo,#5B3B93
Sapphire Blue,#69ADC8
Purple (specifically Fuchsia-Purple),#BF1ECA
Sapphire Blue,#47CDE5
Saddle Brown,#8B7D28
F3C092 (Hexadecimal) or Orange-Peach (Descriptive),#F3C092
Dark Sapphire Blue,#082047
Moss Green,#88E80E
#2151DE (Hex) or Dark Cerulean Blue,#2151DE
Teal (Turquoise-Green),#5BDFCF
Sage Green #0A6044,#0A6044
Deep Purple #7F099E,#7F099E
Indigo Purple,#7250F8
Gold Marigold,#F0DA03
Medium Purple-Lavender,#CE5AD5
Indigo (specifically Medium Indigo),#6D7DD9
Plum Purple,#DB93D4
Sapphire Blue,#69B8C8
Green-Olive #555901,#555901
#64C032 (Hexadecimal Greenish Yellow),#64C032
Ultra Royal Blue,#0F15BA
Medium Cyan,#4C9CB6
Emerald Green,#06AC82
Verdigris Green,#9DBD66
Fuchsia Rose,#F46B7D
Green-Yellow (Spring Green),#9EF834
Maroon,#8F1C0C
Indigo Deep,#1A3578
Sage Green (or Sea Green),#09C089
Maroon 668,#763736
Scarlet Orange,#EF4715
Purple-Rose,#8F228B
Medium Purple,#A374EE
Medium Purple-Pink,#A85CD7
Rusty Rose,#EE3958
Honey Gold,#F4AD0F
Emerald Green (#09EE4B),#09EE4B
Emerald Green,#7BEB87
Sage Green,#25C37F
Honey Gold,#C19E6C
Purple-Red (Plum),#802CA9
Indigo (Dark),#2352D0
Dandelion,#D19B16
Deep Purple-Indigo,#4E0E99
HEX #38E881 (Green Cyan),#38E881
Fuchsia Rose,#E210BA
Sapphire Sea Green,#54EECA
F2BF88,#F2BF88
Green (Specifically: Lime Green),#05B831
"#DB1EE1 (Plum Purple, Orchid)",#DB1EE1
Dark Brownish Red,#4F2F07
Teal,#44C9AA
Gold Marigold,#D97723
Sage Green,#638751
Indigo Blue,#4F79B7
Gold Ochre,#E2AF7D
Sage Green 137,#98EF13
Medium Purple-Blue (#7B6BB5),#7B6BB5
Indigo (Dark),#7031E9
Sienna Brown,#AF7E13
Dark Olive Green (Approximate),#303C3B
#2FE762 (Green Turquoise),#2FE762
Mars Brown,#3D120D
Wisteria,#6C18C1
Forest Green,#475C0E
Green90DF49,#90DF49
Chestnut Brown,#816F5B
Brownish-Grey,#B2A683
Scarlet Red,#FE0440
Deep Lavenderish Mauve,#926AD9
Mars Orange,#967061
Ultra Violet (#820CEC),#820CEC
Dark Brownish Red,#683E2D
Lavender Blue,#CFAFEF
Sky Blue (Azure),#8FF2FB
Lime Green,#82FF96
Pale Lavender,#DBC7E8
Burgundy Red (or Cherry Red),#AF2947
Lavender Mauve,#D2BCFB
Emerald Green,#61C97A
Medium Purple (or Lilac),#CC5EA3
Deep Cyan,#7989D0
Cyan (Dark),#0A6DEC
F2D4B6 (Faded Peach),#F2D4B6
Lime Green,#C3E100
Cyansky Blue (a combination of Cyan and Sky Blue),#35FFF3
Brownish Orange,#C79146
Sapphire Blue,#6BFBEF
Maroon Red,#EA0F59
Dusky Rose,#CE8377
Sage Green,#506F39
Indigo Violet,#7D5CDE
Maroon,#CA272E
Fuchsia Rose,#F35F72
Lime Green,#69DB03
Sage Green,#31D59E
Indigo B8 (Dark Indigo),#4248B8
Indigo (Dark),#172BCB
#9AA0F6 (Hexadecimal) or Light Cyan (Common name),#9AA0F6
Greenish Yellow,#92BD29
Seafoam Green,#EFDDEC
Dark Plum Purple,#31223D
Teal #017883,#017883
Maroon-Burgundy,#A12118
Sage Green,#B2BF9F
Wine Red,#E05186
Mahogany Brown,#8C7965
Burnt Sienna,#956D01
Cyansky Blue (a custom name as there isn't an official name for this specific shade),#07CCFE
Dark Forest Green,#0C3A2E
Gold (Metallic),#DAE31A
Greenish-cyan (aquamarine green),#32D376
Dark Plum,#856288
Burnt Sienna,#A6331F
Medium Orchid,#DB7092
Dark Charcoal Grey,#0C3D3D
Sandstone,#EBBBA6
Green-Blue (Teal),#377A2A
Sage Green Olive,#858513
Fuchsia Rose,#F49CB3
Indigo Purple,#3F1E98
Burgundy Maroon,#BC333F
Indigo Violet,#7057CC
Greenish Yellow,#8CA149
Fuchsia Magenta,#F817DD
Deep Purple,#C333A7
Sapphire Blue,#32CCFA
Lime Green,#2FCE40
Dark Olive Green,#969726
Indigo Purple (Degenerate Purple),#BB23E7
Emerald Green,#079113
Wine Red (Approximately),#A0273D
#BC73FB (Plum-Purple),#BC73FB
Aqua Cyans (Teal),#55D9ED
Maroonish Red,#CD1371
Green-cyan (Greenish-Cyan),#78E2A2
#B4A1F4 (Light Purple),#B4A1F4
Plum Lavender,#DB95CD
Lime Green,#08D00D
Tawny Orange,#AD7E54
Dark Olive Green,#5D5F0D
Cyan Teal,#80C7D5
Deep Raspberry,#C40078
Wine Red or Rosewood,#CA3163
Indigo (Dark),#2327D3
#38E34C (Hexadecimal Greenish-Blue),#38E34C
Sea Green,#55EF71
Teal (Sapphire Teal),#2CA67D
Deep Purple,#A226B0
Wisteria,#F63AF9
Sage Green,#738415
Sky Blue (Hex #3AA5C6),#3AA5C6
Green 38 (#087830),#087830
Indigo,#310276
Marigold Orange,#EB8536
Emerald Green,#0ED246
Redish-Purple (D3274E),#D3274E
Green (1DF627),#1DF627
Sage Green,#71C871
Medium Purple-Pink,#CD60D5
Cyan Sea,#4E83CE
Dark Ash Grey,#698681
Deep Magenta,#C12ABA
Indigo Purple,#3C1BFD
Deep Purple (Plum),#681EEE
Chestnut Brown,#814E27
Fire Red,#E71E3D
Fuchsia Rose,#E471A9
Medium Purple Violet,#826CC0
Sapphire Blue,#74C0CA
Maroon,#B23022
Maroon 11,#DB1F11
Mint Green,#69C37C
Deep Plum Purple,#7120C4
Burnt Sienna,#A64A29
Fiery Orange,#F16F11
Fuchsia Magenta,#D80FDF
E21EDD (Shimmering Lavender),#E21EDD
Burnt Sienna,#EA3419
Burnt Sienna,#783003
Dark Greyish Blue,#585355
Medium Purple (Lavender Mauve),#AC3AD5
Green-yellow (Lime green),#0DBA2D
Burgundy Wine,#73190B
Navy Blue,#2D63FF
#E11631 (Tawny Red),#E11631
#1E43F1 (Hex Code) or Dark Cyanide Blue,#1E43F1
Aquamarine,#A4DDDA
Plum Wine,#DF3584
Fuchsia Magenta,#FA00AD
Sage Green,#81C158
#BAC4D9 (Periwinkle Blue),#BAC4D9
Sage Green,#659A76
Deep Purple (or Wine),#8C28A4
Medium Purple-Blue (#6D6D90),#6D6D90
Indigo (Dark),#3D57A1
#2AC529 (Emerald Green),#2AC529
Indigo,#3851B9
Green (Specifically Lime Green),#42B236
Daffodil Yellow,#DDBE8E
Sage Green,#387B52
Green Yellow,#58F31F
DCC882,#DCC882
Chestnut Brown,#85521E
FD8213,#FD8213
Indigo,#3B39A6
Sage Green,#82924B
Forest Green,#116A14
Deep Rosy Pink,#FE299E
Burnt Sienna,#7E4519
Medium Purple-Blue (#552BCA),#552BCA
#15C9AA (Teal Green),#15C9AA
Honeydew,#91CB97
BD22C3 (#BD22C3),#BD22C3
Dark Slate Blue,#4B5675
Maroonish Purple (approximate),#9D138A
Sanguine Brown,#8C4214
Gold (Metallic),#EDEC25
Duck Egg Yellow,#D6E795
Deep Cobalt,#281CD4
Marigold Orange,#E95201
Dandelion,#D75F33
#7EF931 (Green Yellow),#7EF931
Mars Brown,#79490A
Greenish-Cyan,#04CB0D
AD6A67,#AD6A67
Beige-Peach,#F2E1D3
E277E5 (Purple Magenta),#E277E5
Maroon,#F80B25
Green (specifically Lime Green),#7CF30C
Medium Violet Red,#AD1B75
Sage Green,#87DF8F
F87A09 (Orange-Red),#F87A09
Forest Green,#07391A
Firey Rose,#FE076E
Sea Green,#33B395
Lime green,#BDF924
Lime Green,#49C297
Purple-Red,#8B4AAB
Saddle Brown,#907E43
Maroon 880839,#880839
Cadium Yellow,#CADA00
Red-Purple (Raspberry),#BE3D70
Sage Green,#9BA62A
Green (Lime Green),#18F504
Teal Blue,#6AFCD2
Sage Green,#91A44B
Sage Green #5B6139,#5B6139
Faded Peach,#FAD65F
#14B7F5 (Teal Blue),#14B7F5
Cyan Teal,#2BB3DD
Dark Plum Wine,#522D57
Emerald Green,#1FC00D
Dark Purple,#12456F
Teal Shimmer,#5ADFD3
Deep Purple-Blue,#6E2DCB
Sage Green,#768565
Plum Wine,#EE0247
Lime Green,#21E032
Crimson Red,#D03D2F
Green Sea,#4CCC4C
Silver Lime,#DCEDA3
Saddle Brown,#827B37
Sapphire Blue,#4897CA
Forest Green (Dark),#243924
Sage Green,#456B66
Green 6D (#05DC08),#05DC08
Warm Magenta,#A85487
Indigo (Dark),#3A46A6
Medium Magenta,#B857C1
Dandelion Yellow,#D2E804
Deep Cobalt Blue,#5C76EA
#365727 (Hexadecimal Dark Green),#365627
Fuchsia Rose,#F9AADB
Scarlet Red,#E90127
Periwinkle Blue,#B5DEC9
Teal Green,#38E5C0
Indigo (Dark),#1C26B6
Greenish Aqua (Slightly Turquoise),#2DD276
Wine Red,#AA336F
Purple Violet (#8335AF),#8335AF
Deep Teal,#4471ED
Sage Green #69E460,#69E460
Gold Yellow,#F1D26D
Plum Purple,#E3A8C9
Burnt Sienna,#F96B0C
Teal Sea,#5EBAD0
Sage Greenish Beige,#BEBC94
Sage Green,#0E543A
Indigo Deep (Dark Indigo),#0615D7
Sage Green,#688551
Honeydew Melon,#56E4E6
#BE8813 (Brownish Orange),#BE8813
Dark Forest Green,#35423F
Green-teal #2F9558,#2F9558
Dusk Rose,#D2B6AA
Dandelion,#D20831
Burnt Sienna,#B08F47
Deep Purple #B8197D,#B8197D
Burnt Sienna,#A66767
Dazzling Seafoam,#08D2BC
Burnt Sienna,#B1621A
Medium Cyan,#008BB9
Sapphire Blue,#79F3D6
Indigo Deep,#2407F0
HEX #56E6DA,#56E6DA
Medium Purple-Blue,#551BC5
Medium Purple-Gray,#83747E
Forest Green,#47681F
C892BD (Plum Wine),#C892BD
Dusky Peach,#DC8456
Medium Spring Green,#008B93
Turquoise Aqua,#4FA090
"#1058B2 (Hexadecimal: 10, 58, B2)",#1058B2
Maroon 5,#942115
Deep Purple,#DC167B
#DA1081 (Deep Raspberry),#DA1081
#1CDBFA (Hexadecimal) or Cyber Aqua (Informal),#1CDBFA
#A0E832 (Hexadecimal) or Lime Green (Common Name),#A0E832
Deep Purple #860071,#860071
#1EE876 (Hex Code) or Electric Lime (Common Name),#1EE876
Plum Rose,#D78ADB
Fuschia Rose,#F5228D
Indigo (Dark),#526D91
#39341E (Dark Forest Green),#39341E
Burnt Sienna,#7E515A
Green (#2AB407),#2AB407
Tanbark Brown,#B7A888
Dark Slate Gray,#303C41
Sapphire Blue-Green,#6A8CA9
Sage Green,#649361
Deep Purple-Blue #5A4EA5,#5A4EA5
Indigo (Dark),#104B84
Lilac Violet,#950CE1
#92C9FD (Sky Blue),#92C9FD
Olive Green,#3F7503
Dark Olive Green,#575E3E
Azure Cyan,#7AE0E3
Purple Deep,#8137CE
Golden Dune,#DAD62E
Lime Green,#E3FA62
Goldenrod,#CBC944
Scarlet Red,#E61518
#709ACE (Lavender Blue),#709ACE
Goldish Cream,#C8C825
Fiery Orange,#F86424
Seafoam Green,#78EEC2
Teal Blue,#10B2A6
Mars Orange,#E47700
Indigo,#7A66E2
Emerald Greenish-Blue,#5FAA99
Sage Green #A2C112,#A2C112
Indigo (Dark),#0422B5
Deep Purple,#7C4A99
Dark Forest Green,#0D1408
Sage Green,#021F06
Teal,#5FD0B2
Sage Green,#13905A
Lavender Blush,#F3E0FF
Dark Sea Green,#678A88
Sage Green,#63F857
Wine Red #711A7B,#711A7B
Dark Cyan,#0F25C9
Sage Green,#8B9D11
Sage Green,#619A06
Medium Orchid,#DD67B9
Crimson Red,#C32B43
Sage Green,#8F9C19
Light Powder Blue,#E0EDCF
Light Salmon,#ECC0AC
Indigo (Dark),#1D507F
Green #02BB68,#02BB68
Deep Cobalt Blue,#5A45D1
Plum Purple,#C19CB3
Green (Specifically #528B23),#528B23
#29D194 (Verbena Green),#29D194
Green Olive,#4A8409
Dark Navy Blue,#3B3A41
Green Seafoam,#7C9E4D
Emerald Green (Sage Green),#5AF16C
Lime Green,#8AFE22
Seafoam Greenish-Blue,#95D1B7
Sage Green 66CFCB,#CFCB66
Deep Wine Red,#790778
Maroon Garnet,#C45758
Indigo Violet,#702AAC
Dark Navy Blue,#04157D
Deep Purple,#203ACA
Light Sky Blue,#CECED6
Maroon,#601F64
Deep Magenta,#D2457F
Teal-aqua (#15EFE5),#15EFE5
#49CB33 (Lime Green),#49CB33
Fuchsia Magenta,#FD2BE0
Light Cobalt Blue,#1E6EE4
Purple829,#8A22DB
Light Sky Blue,#CBFBF2
Dandelion Yellow,#D0E556
#008C40 (Green Seafoam),#008C40
Saddle Brown,#978702
Deep Violet #7C10D2,#7C10D2
Wine Red,#B12790
Sapphire Blue,#0CEDEA
Mediterranean Blue,#5578EF
Lime Green,#B2F10B
Greenish Blue,#7BA27A
Honey Gold,#D9CB69
Fuchsia Rose,#FAB255
Sapphire Cyan,#9BF6C7
Midnight Blue (Dark Navy),#0F122D
Deep Teal,#385D90
Greenish Blue (Cyan),#31B892
Dark Red Cherry,#A1273C
Lavender Gray,#958C9E
Indigo (Dark),#1339A6
Sapphire Blue,#367C9B
Purple-Red (Dark Burgundy),#4B125F
Sapphire Blue,#034F5B
Indigo Purple,#4F32DE
Dark Salmon,#D17663
Amethyst Purple,#9B51BC
Gold Ochre,#A68701
Eclectic Violet,#EC85B4
Medium Purple-Red,#A63886
#F6B3E3 (Light Pinkish Purple),#F6B3E3
Indigo (Dark),#3B5FFA
Seafoam Green,#6DE96F
Medium Purple-Blue (AA6CEC),#AA6CEC
Crimson Red,#C50452
Sage Green,#80A368
Burgundy Wine,#402911
Indigo (Dark),#435E9D
Light Cyanish Purple,#9C9BD0
Lime Green,#71E601
Magenta,#F700D1
F9FC51,#F9FC51
Deep Purple,#784478
Green Yellow (Greenish Yellow),#7DF52C
Maroon 90063F,#90063F
Indigo Violet,#953C63
Green-Blue (Sage Green or Teal),#467524
Cyan-Blue (Sapphire Blue),#119AD7
Light Aqua,#A6BED8
Fiery Orange,#F9320D
Brownish Red,#836A0D
Fusion Coral,#F86069
Marigold,#D96918
Sage Green,#61A274
F09311,#F09311
Sage Green,#91A63D
Indigo (Dark),#2424E6
Lime Green,#26F535
Purple #871FA3,#871FA3
Sage Green,#93C447
Deep Purple,#7908AD
Green Mint,#82AF5F
Lime Green,#23DA21
Red-Brown (Maroon),#A44949
D960E7 (Plum Purple),#D960E7
Dandelion,#DDA64D
Dark Slate Gray,#2F3F5C
Scarlet Red,#EF4B35
Sage Green,#B1E168
Deep Purple,#5F4288
Lavender Mauve,#EA6CC4
Burnt Sienna,#BEA558
Sage Green,#5EFA4C
Medium Purple-Red,#B964CC
Indigo Purple (Dark),#7C23DF
Red-Purple (Plum),#A21F88
Light Salmon Pink,#CE1AE7
Lime Green (Spring Green),#6BEE06
Light Pastel Grey,#CCC6C2
Saffron,#AED327
Dark Forest Green,#253324
Sage Green (Approximate),#8D9E85
Maroon,#851228
Wine Red,#E32F5A
Sage Green,#378253
Dark Bordeaux,#420C40
Sapphire Blue,#36B7E5
Deep Wine Red,#793044
Honeydew,#57A9E7
Sage Green,#081503
Gold Ochre,#FAB30A
Maroon Garnet,#962F12
C8E746,#C8E746
Marigold Orange,#E98660
Dark Muted Blue-Gray,#647276
Red-Purple (Crimson Violet),#C111C2
Burnt Sienna,#E16518
C1F3FB,#C1F3FB
Sage Green,#BFE9D1
Fuchsia Rose,#FA7AC7
Lavender Purple,#EB9CF6
#AA46DA (Purple),#AA46DA
Sandstone,#E8CE9B
Sunset Orange,#FB652B
Gold Marigold,#C19602
#FE237D (Vibrant Magenta),#FE237D
Lime Green,#5FD984
Green (specifically #17D174),#17D174
Cadet Pink,#CC9F8F
Indigo Deep,#390A65
Honey Gold,#EDEE25
Indigo (#2B62B4),#2B62B4
Lavender Blue,#CCD1F3
Golden Brown,#BA9959
Cobalt Blue,#174EFE
Teal (#0ABDEE),#0ABDEE
Deep Indigo Purple,#6940E1
Dark Forest Green,#17594A
Aquamarine,#58DABD
Indigo (Dark),#0B3377
Sage Green,#80DB8A
Seafoam Green,#E1FDD6
Maroonish Burgundy,#BA1F4B
#0D8617 (Hex) or Forest Green,#0D8617
Silver Chamois,#BFCBC4
Deep Cyan,#5280D6
Honey Gold,#CFB577
Deep Violet-Red,#A43EBB
Deep Purple-Blue (#4F0AA1),#4F0AA1
Green-Yellow (Sultan Green),#8CF404
Cyan Teal,#2BA2DF
Sapphire Blue,#1397E5
Golden Brown,#B4B496
Indigo (Dark),#3A2BE9
Sage Green,#99A02F
Saddle Brown,#B1C405
Sage Green,#5B9063
Maroon 5,#8C040B
Sapphire Blue,#25F4A1
Duckfeather Gold,#DCBF48
Green (Lime),#3FAA62
Wisteria Purple,#C640C4
Saddle Brown,#8A3E31
Sage Green #5F6B4A,#5F6B4A
Sage Green,#47C285
Dark Wine Red,#6C3038
Medium Purple (Magenta),#B746F2
Medium Purple-Red,#CB29B6
Deep Purple,#280E48
Medium Purple-Red,#AA28C6
Red-Violet #A3044E,#A3044E
Forest Green,#244623
Sage Green,#87DD7F
Sapphire Blue,#5893D8
Sage Green,#87CB24
Sage Green,#09882B
Deep Purple,#C919F4
Indigo (Dark),#090BBD
Sea Foam Green,#9CEFA3
Red Violet,#FD6499
Fuschia Rose,#FA854D
Green (Emerald),#3EB323
Honey Gold,#BA925F
Green (specifically Lime Green),#31F194
Plum Purple,#BF80F9
Maroon 5,#5A0208
Sapphire Blue (Cerulean Blue),#27E5E9
Maroon 1215,#C9121D
Lime Green,#90BF55
Dark Navy Blue,#2E244C
Deep Purple,#41297E
Sage Green,#119134
Lime green,#30BD1A
Wisteria,#C42EE8
Green 62 (#2C6D39),#2C6D39
Burnt Sienna,#C96925
Cobalt Blue,#2B4CAD
Emerald Green,#20C84D
Royal Purple,#8361E5
Light Grayish Blue,#BDB8B0
Dark Greenish Brown,#455A48
Lime Green #2BD315,#2BD315
"Green (specifically, Lime Green)",#6FB96F
Dark Sage Green,#6F817D
Wisteria Purple,#AA227B
Medium Purple,#6C51FA
Indigo,#443C7D
Cobalt Blue,#223FFD
Indigo,#285B7F
Dark Sea Green,#028DAC
Goldish Yellow,#E9E615
Goldenrod,#FAC742
Wisteria Purple,#BD08A1
Deep Cobalt Blue,#1B5DAC
Aqua Teal,#0AFBFB
Indigo Violet,#7B37AF
Plum Violet,#DA6CBC
Burnt Sienna,#A6726B
Dark Slate Gray,#4D4C50
Light Cobalt,#9E92EA
Medium Purple-Red,#B41AFF
Sapphire Blue,#75C7F1
Sienna Brown,#8B4A0A
Green Yellow,#CBF05B
Purple Deep (Dark Plum),#311C65
"Cyansky (Not an official name, but suggested for this specific shade)",#5AFFB8
Wisteria Purple,#642AA4
Indigo (Dark),#3842B3
Sage Green,#7F9674
Plum Wine,#D099A9
Marigold Orange,#DD6126
F9FCFA,#F9FCFA
Medium Purple,#AF63C0
Deep Wine Red,#6E2185
Deep Purple Violet,#201FCA
Light Cyan (Hexadecimal #959ADA),#959ADA
Plum Magenta,#B974D8
#DDA022 (Orange-Brown),#DDA022
Wisteria Violet,#D602DE
#AA607B (Purple),#AA607B
Indigo Deep,#7513D9
Indigo Purple,#9662D1
Teal Green #1CB075,#1CB075
Pumpkin Orange,#D75629
Dusky Purple,#D24CDF
Saddle Brown,#886722
Saddle Brown,#8E821F
Seafoam Green,#1BA12E
Sapphire Blue,#2FE9C9
Maroon,#7A211B
Medium Blue-Violet,#6E5FD3
Indigo (Dark),#5B6BF0
Dandelion,#D49A25
Deep Sapphire,#0D488A
Greenish Blue (Teal),#14DFB3
Sapphire Blue,#0690A9
Light Lavender,#9C8FA7
Seafoam Green,#46E71D
Gold (Dandelion),#D0D669
Aquamarine Cyan,#C0FCC7
Indigo (Dark),#3A56D3
Sage Green,#5A6D38
Emerald Green,#20C97B
#2F82ED (Cornflower Blue),#2F82ED
Light Cyan,#C2CAD1
Saffron Orange,#AFC719
Deep Salmon,#DC7260
Sage Greenish Yellow,#868B11
Purple Dusk,#8203D8
Sage Green,#94E5D7
Pumpkin Orange,#D53B30
Cyan Aqua,#5BFDFF
Medium Purple-Red (AA42CE),#AA42CE
Lime Green,#0FF1AE
Aquamarine Cyan,#1AC9AE
Dark Muted Purple,#8E8391
Golden Amber,#BECA2A
Medium Purple,#AF7FE1
Dandelion Yellow,#D4C631
Lime Green,#03BE00
Indigo (Dark),#326082
#9D0FDF (Hex Code) or Ultra Violet (Common Name),#9D0FDF
Deep Cobalt Blue,#3806DC
#FC03AC (Fuchsia Purple),#FC03AC
Maroon-Burgundy,#DD3B39
Golden Brown,#C6BD3E
Emerald Green,#00AD05
Dark Wine Red,#684D4F
Verdigris Green,#9BBF5E
Sage Green,#D1E9B4
Sage Green,#31806A
Teal,#5AC289
Medium Cobalt Blue,#6966CC
IndigoFuchsia (custom name due to hex code),#4443F8
Indigo,#4B129A
Lime Green,#26FA5E
Fuchsia Rose,#FCA599
Deep Forest Green,#0E190D
"Cyansky (Not an official color name, but a blend of Cyan and Sky Blue)",#0FC0F5
Purple-Lilac (#A884EB),#A884EB
Dark Sienna Brown,#4D3830
Sapphire Greenish Blue,#1F9594
Dandelion,#D38834
Maroon5 (Similar to #B05189),#B05189
Lime Green,#5EEE11
Emerald Green,#279971
Sage Green,#04972B
F5B431 (Pantone TPG Pine),#F5B431
Sage Greenish-Brown,#8A9553
Navy Blue (Dark Cyan),#072F82
#39E93F (Lime Green),#39E93F
Medium Purple-Lavender,#CE88EE
Sea Green,#7EC788
Brownish Olive Green #574509,#574509
Sage Green,#69E42D
Deep Purple #71187C,#71187C
Dark Charcoal Grey,#49451D
DFA090,#DFA090
Sage Green,#509E7A
Sage Green,#ABAC78
Medium Purple,#996C85
Green-Yellowish #42C114,#42C114
Purple-ish Rose,#A2789C
Sage Green,#8BF0AE
Indigo Violet,#B523DD
Deep Purple (#8302BE),#8302BE
Indigo (Dark),#0B1394
Maroon Garnet,#7B2969
Deep Sea Green,#048884
Light Sky Blue,#BBF1FD
Turquoise Sea,#4BECD0
Dark Forest Green,#294A40
Lime Green,#04E72D
Maroon Shade,#B24F5F
Greeny Cyan,#4BD974
Aquamarine,#72D0A0
#2C78D7 (Hex) or Medium Cyan (HTML color name),#2C78D7
E98E94,#E98E94
Brownish-Grayish Green,#1E0D03
Maroon Garnet,#882674
Burnt Sienna,#AE6005
Sapphire Blue,#5553CB
Honey Gold,#DEC44E
Sea Green,#51B265
Teal,#3EA58E
Cobalt Blue,#0F40A3
Ecru Gold,#EC8509
Dusky Rose,#D85A81
#DB21E0 (Plum Purple),#DB21E0
Wisteria Purple,#CA085E
Lavender Blush,#E9CAF0
Forest Green,#39842C
Sage Green,#689F75
Medium Magenta,#D523D3
Cobalt Blue,#15BBF3
Scarlet Red,#D06C5C
Fire Brick,#F64340
Sage Green,#D1E498
Sage Green,#3F9A92
Greenish Teal,#18A27B
Cobalt Blue,#B0B7E6
Green (Hexadecimal #3BA05A),#3BA05A
Green Olive,#146D32
Cobalt Blue,#152CEF
Dusky Lilac,#D7C0D8
Teal Green,#12BF7B
Indigo Azzurro,#1C0BA0
Sage Green #39D663,#39D663
Light Blue-Cyan,#9ADAE7
Sage Green,#AAD47B
Green-yellow (Spring Green),#28C223
Cyan Sea,#0DC0DA
Tangerine Orange,#FD5418
Forest Green,#546024
Lime Green,#2E9D22
Dandelion Orange,#D83709
Seafoam Green,#C8F8C4
Burnt Sienna,#B27B15
Acidic Seafoam,#ACDCA7
Maraschino Cherry Red,#DE5071
Deep Purple Vibrant,#AC41E5
Burnt Sienna,#965C43
Emerald Green,#55C67B
Indigo Violet,#BE42AC
#11A312 (Hex code) or Sage Green (Common name),#11A312
Dusty Rose,#D8AFBE
Hickory (#56FCEF),#56FCEF
Sage Green,#B7D385
Medium Purple-Lavender,#917CEE
Maroon,#5D2910
Sage Green,#155540
Green-Brown (Sage-y Olive),#225239
Deep Raspberry,#C91196
Sage Green,#9AB489
Lime Green,#1EBB04
Raspberry Wine,#EF055F
